12128,6941,1035
12185,2814,1130
12386,2636,1060
12276,2630,1074
12271,6190,1055
12108,1934,1109
12119,5875,1035
12106,1974,1039
12114,3353,1035
12147,4299,1035
12258,2857,1034
12297,3856,1036
12287,6233,1036
12328,1946,1035
12185,15410,1057
12408,5324,1067
12157,9968,1037
12192,11820,1040
12261,3322,1106
12122,2628,1076
12208,5327,1063
12204,11701,1035
12154,2883,1037
12064,11307,1037
12199,1996,1036
12259,1987,1038
12405,2083,1042
12242,4056,1035
12145,3363,1062
12155,14627,1048
12158,4972,1033
12181,9753,1036
12208,8537,1085
12262,5112,1036
12245,2000,1036
12404,6995,1035
12185,1978,1036
12215,7854,1049
12149,1952,1036
12085,1964,1033
12324,1973,1037
12145,1982,1037
12221,10202,1036
12279,4049,1037
12143,1981,1034
12312,16835,1038
12080,5525,1118
12257,7614,1036
12176,3364,1036
12247,2012,1034
12127,8264,1036
12208,7176,1080
12335,9415,1035
12334,1948,1033
12105,7341,1056
12207,7517,1037
12300,5997,1112
12116,5841,1036
12202,8089,1041
12190,5314,1091
12353,2823,1064
12187,4294,1038
12256,7236,1036
12055,3529,1125
12363,3737,1034
12139,4274,1037
12277,8972,1035
12144,5888,1038
12095,3559,1039
12272,2865,1035
12288,3579,1101
12276,14583,1070
12417,3843,1036
12490,2930,1036
12103,2169,1034
12094,22169,1035
12215,5122,1111
12260,2625,1063
12259,1938,1083
12137,3385,1038
12209,7844,1040
12129,13466,1035
12199,7179,1034
12115,2959,1036
12198,6384,1035
12311,3362,1034
12126,4347,1039
12164,3857,1035
12254,5672,1036
12187,6045,1040
12346,3533,1036
12264,5871,1036
12238,8830,1060
12158,2630,1054
12227,3555,1036
12207,5138,1064
12172,1959,1035
12077,6482,1035
12075,12596,1034
12296,2859,1033
12226,6094,1033
12262,4354,1052
13502,7674,1035
12219,2002,1035
12179,4957,1038
12483,2045,1040
12047,1983,1065
12270,2650,1038
12131,4295,1035
12093,6227,1037
12044,6502,1033
12188,4245,1229
12087,1937,1064
12233,1929,1036
12219,1939,1033
12197,6083,1035
12308,4541,1037
12099,2863,1036
12264,7049,1039
12267,16631,1197
12177,12405,1035
12166,3382,1035
12160,1939,1035
12168,3617,1059
12177,1939,1068
12113,5765,1039
18066,6106,1553
17960,3962,1559
16563,3736,1032
12059,4057,1037
12547,1942,1082
12186,2710,1034
12723,3341,1042
12078,5460,1034
12284,2644,1033
12272,2848,1059
12279,2647,1072
12287,9001,1039
12189,6130,1037
12269,2874,1035
12148,2098,1035
12129,2110,1035
12088,5166,1086
12262,5788,1072
12277,4660,1036
12176,2042,1035
12226,6440,1034
12287,2004,1038
12193,1971,1064
12142,4707,1038
12138,3716,1068
12153,5107,1037
12136,14858,1035
12079,4229,1067
12192,2655,1036
12294,4434,1035
12061,6105,1035
12195,6554,1037
12399,5237,1041
12259,4938,1112
12192,23766,1037
12252,3423,1034
12094,4633,1107
12144,5119,1034
12420,6726,1045
12248,5376,1035
12185,15012,1035
12372,5127,1038
12141,8108,1033
12301,2843,1123
12347,14132,1053
12192,2831,1102
12363,3568,1035
12346,4542,1056
12220,4251,1036
12198,2892,1033
12118,3577,1036
12325,5301,1035
12204,10869,1036
12091,3622,1038
12117,2134,1035
12145,2138,1036
12253,2049,1036
12327,3545,1033
12182,2689,1035
12506,2821,1143
12363,4422,1035
12100,2042,1039
12325,2875,1034
12167,2000,1038
12404,2666,1036
12059,3753,1035
12127,8872,1036
12345,9010,1108
12148,6003,1091
12327,1956,1032
12198,7470,1051
12132,3778,1034
12297,6096,1038
12091,6207,1036
12267,2860,1034
12120,11260,1034
12353,2665,1033
12196,1982,1039
12110,11724,1039
12331,1948,1036
12291,8182,1054
12389,4902,1035
12088,8775,1039
12138,11810,1036
12175,6735,1035
12283,1981,1035
12173,1971,1035
12153,9063,1055
12444,2915,1040
12255,5611,1122
12262,4212,1036
12150,2147,1036
12360,7815,1036
12270,1943,1081
12249,15722,1047
12203,2632,1068
12124,3076,1045
12286,4427,1041
12082,11427,1049
12178,1943,1062
12303,9531,1034
12105,6312,1036
12201,4308,1208
12304,1934,1086
12218,3579,1037
12242,1968,1039
12100,6225,1050
12128,10200,1052
12343,1949,1062
12082,2810,1059
12143,4223,1034
12054,2676,1034
12301,3543,1035
12087,4385,1059
12338,4261,1034
12090,9236,1037
12120,4710,1035
12248,8081,1036
12176,7031,1035
12173,3782,1032
12404,2670,1037
12418,7831,1077
12156,7767,1036
12310,1988,1034
12105,9681,1040
12283,8811,1037
12179,1939,1035
12096,5881,1034
12180,3714,1036
12364,2625,1037
12316,1943,1034
12302,6991,1048
12292,7113,1038
12108,5215,1056
12132,2822,1115
12378,2633,1051
12354,2620,1071
12120,10290,1054
12228,3390,1039
12494,5185,1099
12120,5355,1035
12209,2002,1034
12195,13276,1037
12399,2053,1037
12153,7792,1035
12257,2672,1034
12222,4996,1061
12229,4938,1037
12174,1962,1034
12261,2057,1036
12242,5658,1035
12219,3615,1033
12221,2831,1295
12233,5381,1037
12166,10126,1035
12259,3908,1061
12418,4022,1035
12423,2135,1035
12144,2738,1035
12118,2165,1037
12284,4256,1073
12318,2830,1067
12133,5322,1035
12154,1977,1034
12169,2029,1034
12387,5650,1036
18003,3000,1554
17950,2976,1559
17836,6429,1559
18147,2919,1596
18884,12604,1559
12234,5007,1033
12132,2684,1035
12130,2886,1035
12306,2693,1033
12354,2638,1065
12311,3531,1042
12389,4239,1034
12171,4603,1035
12304,4999,1034
12224,7896,1038
12197,7426,1036
12124,3607,1033
12281,1973,1038
12262,7552,1061
12224,2817,1135
12390,7133,1038
12166,8329,1035
12308,9207,1036
12225,2669,1037
12149,14937,1037
12302,3890,1069
12140,1939,1034
12326,1960,1034
12351,1946,1034
12097,11445,1034
12123,14370,1034
12344,16898,1036
12178,5581,1040
12184,3633,1034
12097,1986,1036
12165,3628,1034
12205,3404,1059
12197,14097,1038
12256,10230,1037
12242,5197,1031
12128,4602,1103
12182,7337,1043
12103,2655,1042
12133,26786,1040
12202,2878,1034
12091,3540,1037
12233,3378,1036
12395,1950,1035
12283,5885,1033
12257,6649,1034
12345,2822,1067
12316,5140,1035
12111,6703,1038
12233,10389,1034
12269,2003,1037
12366,6990,1035
12305,2702,1036
12284,19475,1079
12158,6932,1090
12173,11656,1036
12221,3606,1037
12138,6888,1036
12229,3322,1054
12197,3638,1041
12145,2025,1041
12173,12746,1034
12092,2943,1035
12411,12730,1033
12133,2863,1034
12121,5633,1037
12073,10541,1044
12206,6026,1073
12226,7210,1037
12188,7618,1037
12185,19392,1035
12232,4413,1037
12160,1988,1041
12275,6755,1041
12116,3545,1035
12145,11283,1034
12156,2160,1037
12186,2902,1037
12151,2678,1035
12215,5157,1036
12155,3613,1035
12147,2658,1035
12093,3021,1036
12215,4251,1066
12103,2838,1036
12146,8395,1035
12188,5409,1034
12118,2693,1036
12218,15117,1037
12105,1975,1035
12170,3756,1036
12186,1949,1037
12097,4576,1044
12112,6895,1055
12143,1988,1038
12224,3744,1036
12162,15794,1036
12202,1950,1033
12259,1989,1033
12256,15742,1051
12278,4457,1034
12225,6951,1053
12573,3524,1064
12390,3752,1033
12219,6041,1036
12183,3545,1033
12182,11059,1033
12406,4458,1036
12093,4260,1036
12205,2056,1034
12298,2848,1034
12460,8672,1036
12161,7066,1036
12196,5149,1131
12156,15807,1037
12161,2025,1033
12135,4640,1033
12263,2816,1081
12112,9695,1033
12303,2887,1041
12372,2849,1064
12352,1942,1062
12276,1937,1036
12313,2833,1060
12174,1934,1040
12254,7405,1047
12315,7712,1037
12361,3548,1035
12165,3545,1049
12208,1970,1036
12345,2623,1097
12063,1947,1036
12167,2043,1035
12237,11534,1035
12302,1949,1036
12223,6600,1037
12262,1964,1035
12120,4622,1044
12428,5516,1089
12114,5159,1036
12095,8073,1062
12220,1931,1035
12306,4676,1034
12195,2694,1032
12192,2688,1034
12226,7649,1033
12251,2824,1111
12274,12204,1036
12330,3765,1033
12243,19101,1054
12325,5505,1040
12405,2019,1036
12088,10668,1037
12335,1973,1036
12179,3613,1056
12283,2639,1073
12164,1939,1073
12154,10706,1059
12230,1932,1041
12170,2625,1107
12268,3550,1087
17980,4311,1615
18242,5458,1559
15446,5458,1039
12207,6947,1035
12449,2770,1035
12225,4926,1059
12258,4245,1033
12101,1981,1036
12120,5278,1037
12221,4484,1035
12196,8921,1037
12459,4630,1108
12189,1950,1035
12065,2720,1035
12148,2907,1034
12185,5465,1033
12184,6062,1035
12233,5218,1037
12217,4497,1035
12109,5170,1037
12226,10219,1037
12097,2865,1037
12286,4230,1034
12077,2041,1034
12374,3411,1056
12236,1948,1033
12333,9835,1035
12276,4318,1066
12167,14107,1056
12283,4271,1035
12165,4757,1223
12144,18087,1053
12130,7636,1034
12218,2783,1034
12456,7111,1034
12183,2047,1034
12114,12824,1038
12142,1934,1099
12163,12994,1035
12256,5890,1036
12193,9206,1069
12108,12162,1037
12184,2660,1034
12148,4449,1107
12238,5174,1034
12379,1953,1036
12135,9326,1036
12124,1969,1035
12245,1933,1070
12172,6250,1184
12173,1934,1058
12414,2826,1053
12211,13476,1036
12379,1943,1036
12387,6014,1036
12121,3824,1052
12358,6219,1053
12127,1944,1082
12236,1952,1034
12277,1940,1034
12219,2063,1033
12129,9011,1036
12179,3579,1035
12131,3789,1034
12285,4280,1037
12194,2654,1039
12065,5849,1055
12399,4033,1033
12088,5200,1037
12108,1942,1137
12175,12388,1036
12168,12016,1047
12265,2625,1061
12161,1950,1068
12217,7216,1061
12279,7396,1038
12405,7089,1035
12165,5203,1043
12149,9480,1056
12277,3550,1035
12153,3752,1035
12226,17111,1037
12149,22361,1037
12216,17621,1046
12119,4611,1036
12192,5706,1038
12149,4114,1032
12136,5194,1036
12223,4240,1041
12189,3818,1038
12127,5104,1035
12344,5802,1033
12209,2735,1034
12388,3737,1060
12094,7757,1037
12181,4380,1037
12170,1969,1037
12120,1991,1034
12246,2004,1036
12256,3575,1034
12306,4658,1037
12223,4259,1037
12140,6477,1035
12377,6177,1034
12307,9090,1037
12338,4135,1066
12112,5843,1036
12246,5843,1035
12159,6006,1034
12293,10968,1034
12286,2878,1036
12212,6588,1034
12108,3560,1053
12220,2815,1110
12236,1926,1068
12085,7163,1190
12213,5300,1036
12097,1947,1033
12190,2036,1036
12314,2885,1033
12275,6607,1035
12284,4957,1034
12122,7663,1036
12154,2003,1035
12470,1971,1036
12213,4408,1072
12202,5360,1035
12388,5167,1036
12131,1979,1034
12150,4451,1034
12202,2629,1065
12372,3637,1038
12256,2871,1095
12217,13911,1037
12315,7680,1036
12126,5179,1042
12232,1940,1071
12261,4481,1036
12156,2138,1036
12163,5149,1037
12116,1928,1109
12124,8128,1034
12217,10864,1037
12069,2717,1033
12379,9634,1035
12189,2010,1043
12164,2881,1036
12376,1992,1061
12152,6942,1034
12177,2005,1036
12199,5068,1062
12238,4909,1033
12182,1978,1037
12217,2870,1033
12284,5155,1090
12208,3363,1034
12200,2056,1037
12246,2019,1036
12251,4033,1033
12379,3317,1062
12197,2828,1108
12246,4739,1036
12173,5267,1051
12143,9460,1057
12144,22125,1579
18059,5313,1556
17942,3906,1040
12243,6568,1037
12227,4478,1058
12120,2875,1074
12264,1933,1070
12254,5116,1033
12320,1983,1033
12114,4642,1038
12052,8093,1034
12128,3375,1036
12386,2004,1035
12264,4109,1145
12109,5610,1034
12337,1947,1036
12458,2848,1093
12485,1952,1111
12135,4977,1036
12192,13192,1036
12173,7604,1037
12180,7080,1035
12196,9702,1036
12212,6181,1036
12264,2871,1037
12291,9313,1072
12062,6507,1037
12351,6531,1035
12172,2859,1034
12114,4340,1034
12348,16209,1039
12078,1944,1069
12458,1933,1068
12277,1949,1091
12176,2632,1056
12165,1936,1204
12366,4238,1037
12321,2004,1034
12227,2661,1034
12142,4705,1056
12142,1951,1036
12078,16302,1042
12227,2058,1040
12195,7463,1035
12319,1988,1075
12275,3542,1033
12098,4344,1066
12222,9371,1036
12257,7401,1055
12323,1935,1068
12178,7085,1066
12314,4052,1037
12148,10469,1038
12140,2118,1041
12179,6042,1042
12269,3569,1034
12302,3603,1055
12413,2822,1071
12368,3736,1032
12086,3741,1032
12788,3552,1039
12308,12805,1048
12145,1944,1033
12249,1985,1037
12128,3025,1036
12208,1981,1035
12232,2042,1034
12131,2047,1037
12170,1970,1038
12305,10373,1037
12244,1934,1105
12215,9875,1060
12160,14689,1053
12255,2835,1087
12349,5165,1037
12098,4923,1033
12075,2854,1036
12252,1978,1037
12172,16548,1069
12090,2639,1066
12123,8945,1036
12351,2048,1037
12231,11104,1034
12104,1976,1037
12137,5122,1056
12276,1932,1060
12069,3554,1039
12323,2870,1033
12211,4231,1035
12182,1930,1035
12173,3841,1202
12342,2691,1040
12469,3372,1035
12127,5831,1036
12179,4444,1034
12275,4927,1039
12289,9063,1054
12159,2814,1060
12078,6492,1053
12329,11451,1036
12247,4931,1053
12168,6902,1052
12111,5830,1061
12289,5876,1033
12261,4432,1039
12110,11016,1035
12212,3737,1033
12443,2822,1035
12136,3527,1130
12399,1932,1151
12129,4629,1035
12320,7468,1036
12284,3778,1036
12225,3543,1039
12150,6048,1037
12199,6733,1040
12064,2689,1035
12082,3732,1034
12169,2665,1034
12206,3403,1065
12334,2635,1069
12162,6478,1047
12268,2640,1065
12216,1931,1055
12263,5814,1036
12196,6970,1037
12161,1939,1034
12162,1968,1035
12269,6084,1034
12176,1979,1039
12258,15239,1035
12304,2704,1036
12154,5949,1035
12197,2161,1039
12261,5663,1071
12135,7835,1034
12187,4995,1085
12157,1942,1079
12164,9182,1034
12259,2194,1036
12182,2150,1035
12107,5228,1039
12274,4329,1036
12192,1982,1035
12217,4087,1062
12301,9658,1037
12215,4722,1037
12164,5308,1117
12253,2615,1062
12209,5112,1035
12248,11285,1063
12282,20122,1038
12168,2022,1037
12252,3559,1034
12266,3543,1036
12143,3510,1066
12214,5619,1052
12220,6014,1033
12342,3521,1100
12291,3783,1034
12266,3009,1038
12184,5645,1061
12128,4108,1036
12212,4625,1035
12150,10248,1056
12108,1946,1120
14232,13115,1560
18022,15420,1582
15698,2721,1035
12255,2892,1034
12139,2941,1037
12144,3920,1061
12327,1933,1072
12216,3392,1036
12111,2664,1037
12121,5096,1034
12162,2835,1098
12222,4653,1040
12106,14342,1059
12477,4328,1061
12156,5854,1035
12291,4679,1041
12154,13154,1050
12192,3589,1037
12157,1925,1079
12257,3816,1075
12196,1986,1039
12184,4969,1033
12399,5109,1033
12147,4695,1062
12288,6705,1035
12236,2857,1037
12083,1929,1093
12228,10734,1060
12189,1932,1188
12200,7094,1037
12194,1933,1087
12215,19599,1038
12184,2692,1032
12143,3834,1034
12472,1937,1036
12268,6078,1035
12136,5901,1035
12127,4267,1035
12120,3712,1060
12103,4239,1032
12147,2034,1039
12168,5139,1155
12090,20542,1034
12253,3653,1032
12212,6505,1036
12258,5351,1035
12435,10245,1040
12297,2937,1035
12219,3566,1099
12239,6700,1060
12296,6004,1059
12316,1938,1067
12294,5367,1035
12182,9743,1036
12126,4873,1063
12182,1935,1072
12164,4434,1036
12267,1992,1041
12255,3565,1034
12141,9126,1038
12170,1973,1040
12082,6540,1041
12189,1933,1077
12100,1945,1037
12407,2829,1057
12213,4440,1035
12234,2043,1043
12316,3543,1034
12197,3571,1067
12290,2818,1062
12206,4433,1035
12367,6946,1036
12213,7600,1050
12351,8295,1038
12385,4456,1059
12300,1985,1057
12265,6829,1062
12288,1948,1064
12246,3742,1038
12225,7188,1033
12439,23670,1038
